image,question,answer
image6605.jpg,What do wrights stain?,pleomorphic leukemic cells in peripheral blood prior to therapy
image6604.jpg,What does this image show?,wrights stain pleomorphic leukemic cells in peripheral blood prior to therapy
image6605.jpg,What does this image show?,wrights stain pleomorphic leukemic cells in peripheral blood prior to therapy
image6604.jpg,What is present?,acute monocytic leukemia
image6605.jpg,What is present?,acute monocytic leukemia
image6604.jpg,What do wrights stain?,pleomorphic leukemic cells in peripheral blood prior to therapy
image6605.jpg,What do wrights stain?,pleomorphic leukemic cells in peripheral blood prior to therapy
image6604.jpg,What is present ?,acute monocytic leukemia
image6605.jpg,What is present ?,acute monocytic leukemia
image6606.jpg,What is present?,gaucher cell
image6607.jpg,What is present?,gaucher cell
image6606.jpg,What is present?,bone marrow
image6607.jpg,What is present?,bone marrow
image6606.jpg,What is present ?,bone marrow
image6607.jpg,What is present ?,bone marrow
image6606.jpg,What is present ?,gaucher cell
image6607.jpg,What is present ?,gaucher cell
image6606.jpg,What does this image show?,wrights typical cell
image6607.jpg,What does this image show?,wrights typical cell
image6608.jpg,What is present?,bone marrow
image6609.jpg,What is present?,bone marrow
image6608.jpg,What is present ?,bone marrow
image6609.jpg,What is present ?,bone marrow
image6610.jpg,What does this image show?,section granuloma shown but not too typical
image6611.jpg,What does this image show?,section granuloma shown but not too typical
image6610.jpg,What is present?,bone marrow
image6611.jpg,What is present?,bone marrow
image6610.jpg,What is present?,miliary tuberculosis
image6611.jpg,What is present?,miliary tuberculosis
image6610.jpg,What is present ?,miliary tuberculosis
image6611.jpg,What is present ?,miliary tuberculosis
image6610.jpg,What is present ?,bone marrow
image6611.jpg,What is present ?,bone marrow
image6612.jpg,What is marrow loaded?,with plasma cells that are immature
image6613.jpg,What is marrow loaded?,with plasma cells that are immature
image6612.jpg,What is present ?,multiple myeloma
image6613.jpg,What is present ?,multiple myeloma
image6612.jpg,What is present?,multiple myeloma
image6613.jpg,What is present?,multiple myeloma
image6612.jpg,What does this image show?,marrow loaded with plasma cells that are immature
image6613.jpg,What does this image show?,marrow loaded with plasma cells that are immature
image6614.jpg,What is present ?,bone marrow
image6615.jpg,What is present ?,bone marrow
image6614.jpg,What does this image show?,wrights typical cells
image6615.jpg,What does this image show?,wrights typical cells
image6614.jpg,What is present?,bone marrow
image6615.jpg,What is present?,bone marrow
image6614.jpg,What is present?,megaloblasts pernicious anemia
image6615.jpg,What is present?,megaloblasts pernicious anemia
image6614.jpg,What is present ?,megaloblasts pernicious anemia
image6615.jpg,What is present ?,megaloblasts pernicious anemia
image6616.jpg,What does this image show?,oil immersion wrights typical cell
image6617.jpg,What does this image show?,oil immersion wrights typical cell
image6616.jpg,What is present?,bone marrow
image6617.jpg,What is present?,bone marrow
image6616.jpg,What is present?,gaucher cell
image6617.jpg,What is present?,gaucher cell
image6616.jpg,What is present ?,bone marrow
image6617.jpg,What is present ?,bone marrow
image6616.jpg,What is present ?,gaucher cell
image6617.jpg,What is present ?,gaucher cell
image6618.jpg,What is present ?,malaria plasmodium vivax
image6619.jpg,What is present ?,malaria plasmodium vivax
image6618.jpg,What is present?,malaria plasmodium vivax
image6619.jpg,What is present?,malaria plasmodium vivax
image6618.jpg,What does this image show?,wrights excellent
image6619.jpg,What does this image show?,wrights excellent
image6620.jpg,What is present ?,follicular fibrosis suggesting previous viral infection
image6621.jpg,What is present ?,follicular fibrosis suggesting previous viral infection
image6620.jpg,What does this image show?,hassalls corpuscle with fibrosis in periphery of surrounding lymphoid follicle lesion
image6621.jpg,What does this image show?,hassalls corpuscle with fibrosis in periphery of surrounding lymphoid follicle lesion
image6620.jpg,What is present?,follicular fibrosis suggesting previous viral infection
image6621.jpg,What is present?,follicular fibrosis suggesting previous viral infection
image6622.jpg,What is present ?,malaria plasmodium vivax
image6623.jpg,What is present ?,malaria plasmodium vivax
image6622.jpg,What does this image show?,wrights excellent
image6623.jpg,What does this image show?,wrights excellent
image6622.jpg,What is present?,malaria plasmodium vivax
image6623.jpg,What is present?,malaria plasmodium vivax
image6624.jpg,What does this image show?,Breast cancer metastasis to bone marrow
image6625.jpg,What does this image show?,Breast cancer metastasis to bone marrow
image6626.jpg,What does this image show?,gaucher disease
image6627.jpg,What does this image show?,gaucher disease
image6628.jpg,What does this image show?,Breast cancer metastasis to bone marrow
image6629.jpg,What does this image show?,Breast cancer metastasis to bone marrow
image6630.jpg,What does this image show?,surgical specimen
image6631.jpg,What does this image show?,surgical specimen
image6632.jpg,What is present?,multiple myeloma
image6633.jpg,What is present?,multiple myeloma
image6632.jpg,What is present?,bone marrow
image6633.jpg,What is present?,bone marrow
image6632.jpg,What is present ?,bone marrow
image6633.jpg,What is present ?,bone marrow
image6632.jpg,What is present ?,multiple myeloma
image6633.jpg,What is present ?,multiple myeloma
image6634.jpg,What does this image show?,gaucher disease
image6635.jpg,What does this image show?,gaucher disease
image6636.jpg,What does this image show?,cell detail good epithelial dominance
image6637.jpg,What does this image show?,cell detail good epithelial dominance
image6638.jpg,What does this image show?,gaucher disease
image6639.jpg,What does this image show?,gaucher disease
image6640.jpg,What does this image show?,epithelial predominant
image6641.jpg,What does this image show?,epithelial predominant
image6642.jpg,"What do thymus , stress induce?",involution in baby with hyaline membrane disease
image6643.jpg,"What do thymus , stress induce?",involution in baby with hyaline membrane disease
image6642.jpg,What do stress induce?,involution in baby with hyaline membrane disease
image6643.jpg,What do stress induce?,involution in baby with hyaline membrane disease
image6642.jpg,How do stress induce involution in baby?,hyaline membrane disease 
image6643.jpg,How do stress induce involution in baby?,hyaline membrane disease 
image6642.jpg,What induce involution in baby with hyaline membrane disease ?,"thymus, stress"
image6643.jpg,What induce involution in baby with hyaline membrane disease ?,"thymus, stress"
image6644.jpg,What does this image show?,predominant epithelial excellent histology
image6645.jpg,What does this image show?,predominant epithelial excellent histology
image6646.jpg,What does this image show?,predominant epithelial component
image6647.jpg,What does this image show?,predominant epithelial component
image6648.jpg,What does this image show?,predominant epithelial component
image6649.jpg,What does this image show?,predominant epithelial component
image6650.jpg,What does this image show?,wrights very good example
image6651.jpg,What does this image show?,wrights very good example
image6650.jpg,What is present?,bone marrow
image6651.jpg,What is present?,bone marrow
image6650.jpg,What is present?,Le cell
image6651.jpg,What is present?,Le cell
image6650.jpg,What is present ?,Le cell
image6651.jpg,What is present ?,Le cell
image6650.jpg,What is present ?,bone marrow
image6651.jpg,What is present ?,bone marrow
image6652.jpg,What is present ?,lupus erythematosus periarterial fibrosis
image6653.jpg,What is present ?,lupus erythematosus periarterial fibrosis
image6652.jpg,What is present?,lupus erythematosus periarterial fibrosis
image6653.jpg,What is present?,lupus erythematosus periarterial fibrosis
image6654.jpg,What is present ?,hypersegmented neutrophil
image6655.jpg,What is present ?,hypersegmented neutrophil
image6654.jpg,What is nuclear change unknown?,obvious source
image6655.jpg,What is nuclear change unknown?,obvious source
image6654.jpg,What does this image show?,wrights not the best photograph for color
image6655.jpg,What does this image show?,wrights not the best photograph for color
image6654.jpg,What is present?,hypersegmented neutrophil
image6655.jpg,What is present?,hypersegmented neutrophil
image6654.jpg,What is obvious source unknown ?,wrights not the best photograph for color but nuclear change
image6655.jpg,What is obvious source unknown ?,wrights not the best photograph for color but nuclear change
image6654.jpg,What is wrights not the best photograph for color but nuclear change unknown ?,obvious source
image6655.jpg,What is wrights not the best photograph for color but nuclear change unknown ?,obvious source
image6654.jpg,What is obvious source unknown?,nuclear change
image6655.jpg,What is obvious source unknown?,nuclear change
image6656.jpg,What is present?,megaloblasts pernicious anemia
image6657.jpg,What is present?,megaloblasts pernicious anemia
image6656.jpg,What is present ?,bone marrow
image6657.jpg,What is present ?,bone marrow
image6656.jpg,What is present ?,megaloblasts pernicious anemia
image6657.jpg,What is present ?,megaloblasts pernicious anemia
image6656.jpg,What does this image show?,wrights stain
image6657.jpg,What does this image show?,wrights stain
image6656.jpg,What is present?,bone marrow
image6657.jpg,What is present?,bone marrow
image6658.jpg,What is present?,megaloblasts pernicious anemia
image6659.jpg,What is present?,megaloblasts pernicious anemia
image6658.jpg,What is present ?,bone marrow
image6659.jpg,What is present ?,bone marrow
image6658.jpg,What is present ?,megaloblasts pernicious anemia
image6659.jpg,What is present ?,megaloblasts pernicious anemia
image6658.jpg,What does this image show?,wrights typical cells
image6659.jpg,What does this image show?,wrights typical cells
image6658.jpg,What is present?,bone marrow
image6659.jpg,What is present?,bone marrow
image6660.jpg,What does this image show?,wrights vacuolated erythroblast source unknown
image6661.jpg,What does this image show?,wrights vacuolated erythroblast source unknown
image6660.jpg,What is present?,chloramphenicol toxicity
image6661.jpg,What is present?,chloramphenicol toxicity
image6660.jpg,What is present ?,chloramphenicol toxicity
image6661.jpg,What is present ?,chloramphenicol toxicity
image6660.jpg,What is present ?,bone marrow
image6661.jpg,What is present ?,bone marrow
image6660.jpg,What is wrights vacuolated?,erythroblast source unknown
image6661.jpg,What is wrights vacuolated?,erythroblast source unknown
image6660.jpg,What is present?,bone marrow
image6661.jpg,What is present?,bone marrow
image6662.jpg,What is present?,lupus erythematosus periarterial fibrosis
image6663.jpg,What is present?,lupus erythematosus periarterial fibrosis
image6662.jpg,What is present ?,lupus erythematosus periarterial fibrosis
image6663.jpg,What is present ?,lupus erythematosus periarterial fibrosis
image6664.jpg,What does this image show?,wrights budding yeast forms
image6665.jpg,What does this image show?,wrights budding yeast forms
image6664.jpg,What is present ?,candida in peripheral blood
image6665.jpg,What is present ?,candida in peripheral blood
image6664.jpg,What is present?,candida in peripheral blood
image6665.jpg,What is present?,candida in peripheral blood
image6666.jpg,What is present ?,plasma cell
image6667.jpg,What is present ?,plasma cell
image6666.jpg,What is present ?,bone marrow
image6667.jpg,What is present ?,bone marrow
image6666.jpg,What is present?,plasma cell
image6667.jpg,What is present?,plasma cell
image6666.jpg,What is present?,bone marrow
image6667.jpg,What is present?,bone marrow
image6668.jpg,What is present ?,megaloblasts pernicious anemia
image6669.jpg,What is present ?,megaloblasts pernicious anemia
image6668.jpg,What is present ?,bone marrow
image6669.jpg,What is present ?,bone marrow
image6668.jpg,What is present?,megaloblasts pernicious anemia
image6669.jpg,What is present?,megaloblasts pernicious anemia
image6668.jpg,What is present?,bone marrow
image6669.jpg,What is present?,bone marrow
image6670.jpg,What is present ?,monoclonal gammopathy
image6671.jpg,What is present ?,monoclonal gammopathy
image6670.jpg,What is present?,monoclonal gammopathy
image6671.jpg,What is present?,monoclonal gammopathy
image6670.jpg,What does this image show?,immunoelectrophoresis showing monoclonal band which is an igg case of multiple myeloma
image6671.jpg,What does this image show?,immunoelectrophoresis showing monoclonal band which is an igg case of multiple myeloma
image6672.jpg,What is present ?,multiple myeloma
image6673.jpg,What is present ?,multiple myeloma
image6672.jpg,What is present ?,bone marrow
image6673.jpg,What is present ?,bone marrow
image6672.jpg,What is present?,multiple myeloma
image6673.jpg,What is present?,multiple myeloma
image6672.jpg,What is present?,bone marrow
image6673.jpg,What is present?,bone marrow
image6672.jpg,What does this image show?,med many atypical plasma cells easily seen
image6673.jpg,What does this image show?,med many atypical plasma cells easily seen
image6674.jpg,What differentiated plasma cells source unknown?,this image shows wrights typical
image6675.jpg,What differentiated plasma cells source unknown?,this image shows wrights typical
image6674.jpg,What is this image shows wrights typical differentiated?,plasma cells source unknown
image6675.jpg,What is this image shows wrights typical differentiated?,plasma cells source unknown
image6674.jpg,What is present?,bone marrow
image6675.jpg,What is present?,bone marrow
image6674.jpg,What is present?,plasma cell
image6675.jpg,What is present?,plasma cell
image6674.jpg,What differentiated plasma cells source unknown ?,wrights typical well
image6675.jpg,What differentiated plasma cells source unknown ?,wrights typical well
image6674.jpg,What is wrights typical well differentiated?,plasma cells source unknown
image6675.jpg,What is wrights typical well differentiated?,plasma cells source unknown
image6674.jpg,What is present ?,bone marrow
image6675.jpg,What is present ?,bone marrow
image6674.jpg,What is present ?,plasma cell
image6675.jpg,What is present ?,plasma cell
image6676.jpg,What is present ?,megaloblastic erythrocytes pernicious anemia
image6677.jpg,What is present ?,megaloblastic erythrocytes pernicious anemia
image6676.jpg,What is present ?,bone marrow
image6677.jpg,What is present ?,bone marrow
image6676.jpg,What is present?,bone marrow
image6677.jpg,What is present?,bone marrow
image6676.jpg,What is present?,megaloblastic erythrocytes pernicious anemia
image6677.jpg,What is present?,megaloblastic erythrocytes pernicious anemia
image6678.jpg,What is present ?,candida in peripheral blood
image6679.jpg,What is present ?,candida in peripheral blood
image6678.jpg,What is present?,candida in peripheral blood
image6679.jpg,What is present?,candida in peripheral blood
image6678.jpg,What does this image show?,wrights yeast forms
image6679.jpg,What does this image show?,wrights yeast forms
image6680.jpg,What is present ?,bone marrow
image6681.jpg,What is present ?,bone marrow
image6680.jpg,What is present?,lymphoblastic lymphoma
image6681.jpg,What is present?,lymphoblastic lymphoma
image6680.jpg,What is present?,bone marrow
image6681.jpg,What is present?,bone marrow
image6680.jpg,What is present ?,lymphoblastic lymphoma
image6681.jpg,What is present ?,lymphoblastic lymphoma
image6682.jpg,What does this image show?,wrights yeast form in a neutrophil
image6683.jpg,What does this image show?,wrights yeast form in a neutrophil
image6682.jpg,What is present?,candida in peripheral blood
image6683.jpg,What is present?,candida in peripheral blood
image6682.jpg,What is present ?,candida in peripheral blood
image6683.jpg,What is present ?,candida in peripheral blood
image6684.jpg,What is present ?,bone marrow
image6685.jpg,What is present ?,bone marrow
image6684.jpg,What is present?,gaucher cell
image6685.jpg,What is present?,gaucher cell
image6684.jpg,What is present?,bone marrow
image6685.jpg,What is present?,bone marrow
image6684.jpg,What is present ?,gaucher cell
image6685.jpg,What is present ?,gaucher cell
image6686.jpg,What is present ?,normal immature infant
image6687.jpg,What is present ?,normal immature infant
image6686.jpg,What is present?,normal immature infant
image6687.jpg,What is present?,normal immature infant
image6688.jpg,What is present ?,immunoblastic reaction characteristic of viral infection
image6689.jpg,What is present ?,immunoblastic reaction characteristic of viral infection
image6688.jpg,What died of what was thought to be viral pneumonia probably influenza?,atypical appearing immunoblastic cells near splenic arteriole man
image6689.jpg,What died of what was thought to be viral pneumonia probably influenza?,atypical appearing immunoblastic cells near splenic arteriole man
image6688.jpg,What is atypical appearing immunoblastic cells near splenic arteriole man died?,of what was thought to be viral pneumonia probably influenza
image6689.jpg,What is atypical appearing immunoblastic cells near splenic arteriole man died?,of what was thought to be viral pneumonia probably influenza
image6688.jpg,What does this image show?,atypical appearing immunoblastic cells near splenic arteriole man died of what was thought to be viral pneumonia probably influenza
image6689.jpg,What does this image show?,atypical appearing immunoblastic cells near splenic arteriole man died of what was thought to be viral pneumonia probably influenza
image6688.jpg,What is atypical appearing immunoblastic cells near splenic arteriole man died?,of what was thought to be viral pneumonia probably influenza
image6689.jpg,What is atypical appearing immunoblastic cells near splenic arteriole man died?,of what was thought to be viral pneumonia probably influenza
image6688.jpg,What is present?,immunoblastic reaction characteristic of viral infection
image6689.jpg,What is present?,immunoblastic reaction characteristic of viral infection
image6688.jpg,What died of what was thought to be viral pneumonia probably influenza ?,atypical appearing immunoblastic cells near splenic arteriole man
image6689.jpg,What died of what was thought to be viral pneumonia probably influenza ?,atypical appearing immunoblastic cells near splenic arteriole man
image6690.jpg,What does this image show?,congo red well shown perifollicular amyloid
image6691.jpg,What does this image show?,congo red well shown perifollicular amyloid
image6690.jpg,What shown perifollicular amyloid ?,congo red
image6691.jpg,What shown perifollicular amyloid ?,congo red
image6690.jpg,What is congo red shown?,perifollicular amyloid
image6691.jpg,What is congo red shown?,perifollicular amyloid
image6692.jpg,What is present?,normal immature infant
image6693.jpg,What is present?,normal immature infant
image6692.jpg,What is present ?,normal immature infant
image6693.jpg,What is present ?,normal immature infant
image6694.jpg,What is present ?,lymphoblastic lymphoma
image6695.jpg,What is present ?,lymphoblastic lymphoma
image6694.jpg,What is present ?,bone marrow
image6695.jpg,What is present ?,bone marrow
image6694.jpg,What is present?,lymphoblastic lymphoma
image6695.jpg,What is present?,lymphoblastic lymphoma
image6694.jpg,What is present?,bone marrow
image6695.jpg,What is present?,bone marrow
image6694.jpg,What does this image show?,sheets of lymphoma cells
image6695.jpg,What does this image show?,sheets of lymphoma cells
image6696.jpg,What is present?,bone marrow
image6697.jpg,What is present?,bone marrow
image6696.jpg,What is present ?,bone marrow
image6697.jpg,What is present ?,bone marrow
image6698.jpg,What does this image show?,pas large number pseudohyphae penetrating capsule which can not be recognized as spleen
image6699.jpg,What does this image show?,pas large number pseudohyphae penetrating capsule which can not be recognized as spleen
image6700.jpg,What is present ?,candida in peripheral blood
image6701.jpg,What is present ?,candida in peripheral blood
image6700.jpg,What is present?,candida in peripheral blood
image6701.jpg,What is present?,candida in peripheral blood
image6700.jpg,What does this image show?,pseudohyphal forms
image6701.jpg,What does this image show?,pseudohyphal forms
image6702.jpg,What does this image show?,sheets of lymphoma cells
image6703.jpg,What does this image show?,sheets of lymphoma cells
image6702.jpg,What is present?,lymphoblastic lymphoma
image6703.jpg,What is present?,lymphoblastic lymphoma
image6702.jpg,What is present ?,lymphoblastic lymphoma
image6703.jpg,What is present ?,lymphoblastic lymphoma
image6704.jpg,What is numerous atypical cells around splenic arteriole man died?,of what was thought to be viral pneumonia probably influenza
image6705.jpg,What is numerous atypical cells around splenic arteriole man died?,of what was thought to be viral pneumonia probably influenza
image6704.jpg,What died of what was thought to be viral pneumonia probably influenza?,numerous atypical cells around splenic arteriole man
image6705.jpg,What died of what was thought to be viral pneumonia probably influenza?,numerous atypical cells around splenic arteriole man
image6704.jpg,What is present ?,immunoblastic reaction characteristic of viral infection
image6705.jpg,What is present ?,immunoblastic reaction characteristic of viral infection
image6704.jpg,What is numerous atypical cells around splenic arteriole man died?,of what was thought to be viral pneumonia probably influenza
image6705.jpg,What is numerous atypical cells around splenic arteriole man died?,of what was thought to be viral pneumonia probably influenza
image6704.jpg,What died of what was thought to be viral pneumonia probably influenza ?,numerous atypical cells around splenic arteriole man
image6705.jpg,What died of what was thought to be viral pneumonia probably influenza ?,numerous atypical cells around splenic arteriole man
image6704.jpg,What is present?,immunoblastic reaction characteristic of viral infection
image6705.jpg,What is present?,immunoblastic reaction characteristic of viral infection
image6704.jpg,What does this image show?,numerous atypical cells around splenic arteriole man died of what was thought to be viral pneumonia probably influenza
image6705.jpg,What does this image show?,numerous atypical cells around splenic arteriole man died of what was thought to be viral pneumonia probably influenza
image6706.jpg,What is present ?,normal immature infant
image6707.jpg,What is present ?,normal immature infant
image6706.jpg,What is present?,normal immature infant
image6707.jpg,What is present?,normal immature infant
image6708.jpg,What does this image show?,popliteal cyst
image6709.jpg,What does this image show?,popliteal cyst
image6710.jpg,What does this image show?,x-ray multiple punched out areas and compression fracture
image6711.jpg,What does this image show?,x-ray multiple punched out areas and compression fracture
image6712.jpg,What does this image show?,x-ray close-up of right femoral head from pelvic x-ray gross
image6713.jpg,What does this image show?,x-ray close-up of right femoral head from pelvic x-ray gross
image6712.jpg,What are other x-rays slides?,rays in
image6713.jpg,What are other x-rays slides?,rays in
image6712.jpg,What are in slides?,other x-rays
image6713.jpg,What are in slides?,other x-rays
image6714.jpg,What does this image show?,x-ray of sections of femur with femoral head necrosis seen in slide
image6715.jpg,What does this image show?,x-ray of sections of femur with femoral head necrosis seen in slide
image6714.jpg,How does this image show x-ray of sections of femur?,with femoral head necrosis seen in slide 
image6715.jpg,How does this image show x-ray of sections of femur?,with femoral head necrosis seen in slide 
image6716.jpg,What does this image show?,x-ray pelvis showing very nicely bilateral femoral head necrosis renal transplant case
image6717.jpg,What does this image show?,x-ray pelvis showing very nicely bilateral femoral head necrosis renal transplant case
image6718.jpg,What does this image show?,x-ray typical lesion
image6719.jpg,What does this image show?,x-ray typical lesion
image6720.jpg,What does this image show?,wernicke 's encephalopathy
image6721.jpg,What does this image show?,wernicke 's encephalopathy
image6722.jpg,What shows no lesion the lesion was in the pons?,coronal section cerebral hemispheres case of diabetic cardiomyopathy with history of left hemisphere stroke slides
image6723.jpg,What shows no lesion the lesion was in the pons?,coronal section cerebral hemispheres case of diabetic cardiomyopathy with history of left hemisphere stroke slides
image6722.jpg,What does coronal section cerebral hemispheres case of diabetic cardiomyopathy with history of left hemisphere stroke slides show?,no lesion the lesion was in the pons
image6723.jpg,What does coronal section cerebral hemispheres case of diabetic cardiomyopathy with history of left hemisphere stroke slides show?,no lesion the lesion was in the pons
image6722.jpg,What does this image show?,fixed tissue coronal section cerebral hemispheres case of diabetic cardiomyopathy with history of left hemisphere stroke slides shows no lesion the lesion was in the pons
image6723.jpg,What does this image show?,fixed tissue coronal section cerebral hemispheres case of diabetic cardiomyopathy with history of left hemisphere stroke slides shows no lesion the lesion was in the pons
image6722.jpg,What was in the pons?,the lesion
image6723.jpg,What was in the pons?,the lesion
image6722.jpg,What was the lesion in?,in pons
image6723.jpg,What was the lesion in?,in pons
image6724.jpg,What does this image show?,normal brain
image6725.jpg,What does this image show?,normal brain
image6726.jpg,What does this image show?,normal brain
image6727.jpg,What does this image show?,normal brain
image6728.jpg,"Why does this image show brain, subarachanoid hemorrhage?",due to disseminated intravascular coagulation
image6729.jpg,"Why does this image show brain, subarachanoid hemorrhage?",due to disseminated intravascular coagulation
image6730.jpg,What does this image show?,normal brain
image6731.jpg,What does this image show?,normal brain
image6732.jpg,What does this image show?,brain abscess
image6733.jpg,What does this image show?,brain abscess
image6734.jpg,What does this image show?,hemorrhagic reperfusion infarct
image6735.jpg,What does this image show?,hemorrhagic reperfusion infarct
image6736.jpg,What does this image show?,hemorrhagic reperfusion infarct
image6737.jpg,What does this image show?,hemorrhagic reperfusion infarct
image6738.jpg,What does this image show?,brain abscess
image6739.jpg,What does this image show?,brain abscess
image6740.jpg,What does this image show?,brain abscess
image6741.jpg,What does this image show?,brain abscess
image6742.jpg,What does this image show?,neural tube defect
image6743.jpg,What does this image show?,neural tube defect
image6744.jpg,What does this image show?,neural tube defect
image6745.jpg,What does this image show?,neural tube defect
image6746.jpg,What does this image show?,brain abscess
image6747.jpg,What does this image show?,brain abscess
image6748.jpg,What does this image show?,intraventricular hemorrhage
image6749.jpg,What does this image show?,intraventricular hemorrhage
image6750.jpg,What does this image show?,brain abscess
image6751.jpg,What does this image show?,brain abscess
image6752.jpg,"Why does this image show brain, subarachanoid hemorrhage?",due to disseminated intravascular coagulation
image6753.jpg,"Why does this image show brain, subarachanoid hemorrhage?",due to disseminated intravascular coagulation
image6754.jpg,What does this image show?,brain abscess
image6755.jpg,What does this image show?,brain abscess
image6756.jpg,What does this image show?,intraventricular hemorrhage
image6757.jpg,What does this image show?,intraventricular hemorrhage
image6758.jpg,What does this image show?,brain abscess
image6759.jpg,What does this image show?,brain abscess
image6760.jpg,"Why does this image show brain, subarachanoid hemorrhage?",due to ruptured aneurysm
image6761.jpg,"Why does this image show brain, subarachanoid hemorrhage?",due to ruptured aneurysm
image6762.jpg,What does this image show?,normal brain
image6763.jpg,What does this image show?,normal brain
image6764.jpg,"Why does this image show brain, hematoma?",due to ruptured aneurysm
image6765.jpg,"Why does this image show brain, hematoma?",due to ruptured aneurysm
image6766.jpg,"Why does this image show brain, subarachanoid hemorrhage?",due to ruptured aneurysm
image6767.jpg,"Why does this image show brain, subarachanoid hemorrhage?",due to ruptured aneurysm
image6768.jpg,What does this image show?,regional odontodysplasia
image6769.jpg,What does this image show?,regional odontodysplasia
image6770.jpg,What does this image show?,traumatic bone cyst simple bone cyst
image6771.jpg,What does this image show?,traumatic bone cyst simple bone cyst
image6772.jpg,What does this image show?,florid cemento-osseous dysplasia
image6773.jpg,What does this image show?,florid cemento-osseous dysplasia
image6774.jpg,What does this image show?,dens invaginatus
image6775.jpg,What does this image show?,dens invaginatus
image6776.jpg,What does this image show?,complex odontoma
image6777.jpg,What does this image show?,complex odontoma
image6778.jpg,What does this image show?,periapical granuloma
image6779.jpg,What does this image show?,periapical granuloma
image6780.jpg,What does this image show?,burkits lymphoma
image6781.jpg,What does this image show?,burkits lymphoma
image6782.jpg,What does this image show?,radicular cyst
image6783.jpg,What does this image show?,radicular cyst
image6784.jpg,What does this image show?,ameloblastic fibroma
image6785.jpg,What does this image show?,ameloblastic fibroma
image6786.jpg,What does this image show?,residual cyst
image6787.jpg,What does this image show?,residual cyst
image6788.jpg,What does this image show?,odontogenic myxoma
image6789.jpg,What does this image show?,odontogenic myxoma
image6790.jpg,What does this image show?,multiple myeloma
image6791.jpg,What does this image show?,multiple myeloma
image6792.jpg,What does this image show?,amalgam tattoo
image6793.jpg,What does this image show?,amalgam tattoo
image6794.jpg,What does this image show?,adenomatoid odontogenic tumor
image6795.jpg,What does this image show?,adenomatoid odontogenic tumor
image6796.jpg,What does this image show?,focal sclerosing osteomyelitis condensing osteitis
image6797.jpg,What does this image show?,focal sclerosing osteomyelitis condensing osteitis
image6798.jpg,What does this image show?,developing 3rd molar
image6799.jpg,What does this image show?,developing 3rd molar
image6800.jpg,What does this image show?,multiple myeloma
image6801.jpg,What does this image show?,multiple myeloma
image6802.jpg,What does this image show?,metastatic adenocarcinoma
image6803.jpg,What does this image show?,metastatic adenocarcinoma
image6804.jpg,What does this image show?,unicystic ameloblastom
image6805.jpg,What does this image show?,unicystic ameloblastom
image6806.jpg,What does this image show?,globulomaxillary cyst
image6807.jpg,What does this image show?,globulomaxillary cyst
image6808.jpg,What does this image show?,chronic osteomyelitis
image6809.jpg,What does this image show?,chronic osteomyelitis
image6810.jpg,What does this image show?,odontogenic keratocyst
image6811.jpg,What does this image show?,odontogenic keratocyst
image6812.jpg,What does this image show?,pagets disease
image6813.jpg,What does this image show?,pagets disease
image6814.jpg,What does this image show?,central giant cell lesion
image6815.jpg,What does this image show?,central giant cell lesion
image6816.jpg,What does this image show?,fibrous dysplasia
image6817.jpg,What does this image show?,fibrous dysplasia
image6818.jpg,What does this image show?,impacted supernumerary tooth
image6819.jpg,What does this image show?,impacted supernumerary tooth
image6820.jpg,What does this image show?,hyperparathyroidism brown tumor
image6821.jpg,What does this image show?,hyperparathyroidism brown tumor
image6822.jpg,What does this image show?,langerhans cell histiocytosis eosinophilic granuloma
image6823.jpg,What does this image show?,langerhans cell histiocytosis eosinophilic granuloma
image6824.jpg,What does this image show?,acute pancreatitis
image6825.jpg,What does this image show?,acute pancreatitis
image6826.jpg,What does this image show?,fat necrosis well seen with no evident parenchymal lesion
image6827.jpg,What does this image show?,fat necrosis well seen with no evident parenchymal lesion
image6828.jpg,What does this image show?,islet cell carcinoma
image6829.jpg,What does this image show?,islet cell carcinoma
image6830.jpg,What does this image show?,acute hemorrhagic pancreatitis
image6831.jpg,What does this image show?,acute hemorrhagic pancreatitis
image6832.jpg,What does this image show?,acute pancreatitis
image6833.jpg,What does this image show?,acute pancreatitis
image6834.jpg,What does this image show?,acute hemorrhagic pancreatitis
image6835.jpg,What does this image show?,acute hemorrhagic pancreatitis
image6836.jpg,What does this image show?,pancreatic fat necrosis
image6837.jpg,What does this image show?,pancreatic fat necrosis
image6838.jpg,What does this image show?,pancreatic fat necrosis
image6839.jpg,What does this image show?,pancreatic fat necrosis
image6840.jpg,What does this image show?,normal pancreas
image6841.jpg,What does this image show?,normal pancreas
image6842.jpg,What does this image show?,normal pancreas
image6843.jpg,What does this image show?,normal pancreas
image6844.jpg,What does this image show?,cystic fibrosis
image6845.jpg,What does this image show?,cystic fibrosis
image6846.jpg,What does this image show?,normal pancreas
image6847.jpg,What does this image show?,normal pancreas
image6848.jpg,What does this image show?,pancreatic fat necrosis
image6849.jpg,What does this image show?,pancreatic fat necrosis
image6850.jpg,What does this image show?,pancreatic fat necrosis
image6851.jpg,What does this image show?,pancreatic fat necrosis
image6852.jpg,What does this image show?,pancreatic fat necrosis
image6853.jpg,What does this image show?,pancreatic fat necrosis
image6854.jpg,What does this image show?,islet cell carcinoma
image6855.jpg,What does this image show?,islet cell carcinoma
image6856.jpg,What does this image show?,islet cell carcinoma
