image,question,answer
image2717,What left ventricular dilatation ?,"congestive heart failure,"
image2717,What does this image show?,congestive heart failure
image2717,"What is congestive heart failure , left?",ventricular dilatation
image2718,"How does this image show heart, old myocardial infarction?",with fibrosis 
image2719,"How does this image show heart, old myocardial infarction?",with fibrosis 
image2720,What does this image show?,abdominal aorta
image2721,What does this image show?,abdominal aorta saccular aneurysm
image2722,What is amyloidosis left?,ventricular hypertrophy
image2723,What does this image show?,heart slice
image2724,What does this image show?,normal aortic valve
image2725,What does this image show?,congestive heart failure
image2726,What does this image show?,normal duct in postmenopausal woman
image2727,"What spotted fever, vasculitis?",rocky mountain
image2728,What does this image show?,migratory thrombophlebitis
image2729,What does this image show?,thermal burned skin
image2730,What is present?,Demodex Folliculorum
image2731,What does this image show?,thermal burned skin
image2732,What does this image show?,oil immersion organism very well shown
image2733,What does this image show?,thermal burned skin
image2734,What does this image show?,thermal burned skin
image2735,What does this image show?,panniculitis and fascitis
image2736,What does this image show?,thermal burned skin
image2737,What does this image show?,panniculitis and fascitis
image2738,What does this image show?,excellent showing lesion just beneath epidermis with pigmented and non-pigmented cells
image2738,What is present?,malignant Melanoma
image2739,What does this image show?,close-up view of cross sectioned rib lesion showing white neoplastic lesion with hemorrhagic center
image2740,What is distal end excellent example?,sectioned femur lesion
image2740,What is sectioned femur lesion excellent example?,distal end
image2740,What does this image show?,sectioned femur lesion is distal end excellent example
image2741,What does this image show?,obvious metastatic lesions primary in mediastinum 20yowm
image2742,What does this image show?,opened body typical
image2742,What is present?,soft tissue
image2743,What does this image show?,saggital section typical do not know history but probably breast lesion
image2743,What do saggital section typical but probably breast lesion?,not know history
image2743,What do not know history but probably breast lesion?,saggital section typical
image2744,What does this image show?,lesions well shown
image2745,What pale muscle?,close-up view
image2745,What is present?,soft tissue
image2745,What does this image show?,close-up view pale muscle
image2745,What do close-up view pale?,view pale muscle
image2746,What does this image show?,in situ close-up well shown
image2747,What does this image show?,close-up of muscle with some red persisting
image2747,How does this image show close-up of muscle?,with some red persisting 
image2747,What is present?,soft tissue
image2748,How does this image show vertebral column?,with well shown gross lesions 
image2748,What does this image show?,vertebral column with well shown gross lesions
image2749,What does this image show?,appears fixed lesions show well
image2749,What show well?,fixed lesions
image2750,What is present?,soft tissue
image2750,What does this image show?,large gluteal hematoma seen at autopsy through the skin
image2751,What deformed?,spinal column
image2751,What does this image show?,excised spinal column grossly deformed
image2752,What is present?,soft tissue
image2753,What does this image show?,section of sternum close-up photo showing typical myeloma lesions very good
image2754,What does this image show?,rib with obvious focal lesion squamous cell carcinoma primary in penis
image2755,What does this image show?,flank muscle hematoma old showing typical chocolate appearance of blood coagulum young female with lupus and thrombocytopenia
image2755,What is present?,soft tissue
image2756,What does this image show?,collapsed vertebral body with obvious gray tumor tissue adjacent
image2757,What does this image show?,close-up of collapsed vertebral body with tumor rather easily seen
image2757,How does this image show close-up of collapsed vertebral body?,with tumor rather easily seen 
image2758,What does this image show?,normal liver
image2759,What does this image show?,normal liver
image2760,What does this image show?,fresh tissue but rather autolyzed appearance
image2761,What does this image show?,hepatocellular carcinoma
image2762,What does this image show?,liver cirrhosis
image2763,What does this image show?,liver and pancreas
image2764,What does this image show?,hepatocellular carcinoma
image2765,What does this image show?,liver and spleen
image2766,What does this image show?,case of polycystic disease lesions seen from external
image2766,What seen from external ?,case of polycystic disease lesions
image2767,What does this image show?,fixed tissue close-up of tumor mass in liver
image2768,What does this image show?,close-up fatty with congestion and areas that suggest necrosis grossly good example shock liver
image2769,What does this image show?,frontal cut surface massive lacerations
image2770,What does this image show?,external view of large liver with obvious cirrhosis excellent example
image2770,How does this image show external view of large liver?,with obvious cirrhosis excellent example 
image2771,What does this image show?,normal liver
image2772,What does this image show?,gms illustrates organisms granulomatous prostatitis aids case
image2772,What does gms illustrate?,organisms granulomatous prostatitis aids case
image2773,What does this image show?,perineural invasion typical prostate carcinoma
image2774,What does this image show?,infiltrating adenocarcinoma through smooth muscle typical for lesion
image2775,What does this image show?,very good example of normal prostate gland
image2776,What is present?,malignant lymphoma
image2776,What does this image show?,interstitial infiltrate well shown not the best morphology
image2777,What does this image show?,normal prostate
image2778,Where is this in?,in heart
image2779,Where is this in?,in vasculature
image2780,What does this image show?,coronary artery atherosclerosis
image2780,Where is this in?,in vasculature
image2781,What does this image show?,acute inflammation
image2782,Where is this in?,in vasculature
image2782,What does this image show?,saphenous vein graft sclerosis
image2783,Where is this in?,in heart
image2784,Where is this in?,in vasculature
image2784,What does this image show?,saphenous vein graft sclerosis
image2785,What does this image show?,leg veins
image2786,What does this image show?,acute inflammation
image2787,Where is this in?,in heart
image2788,Where is this in?,in heart
image2789,What is atherosclerosis left?,anterior descending coronary artery
image2789,Where is this in?,in vasculature
image2790,Where is this in?,in vasculature
image2790,What is atherosclerosis left?,anterior descending coronary artery
image2791,How does this image show thrombus in leg vein?,with early organization 
image2791,What does this image show?,thrombus in leg vein with early organization
image2792,Where is this in?,in heart
image2793,What does this image show?,polyarteritis nodosa
image2794,What does this image show?,Micro low mag H&E would have to get protocol to determine where section was taken
image2794,What was taken?,this section
image2794,What was taken ?,this section
image2795,What is present ?,Sacrococcygeal Teratoma
image2795,What is present?,Sacrococcygeal Teratoma
image2795,What does this image show?,epithelial component resembling endometrium
image2796,"What is vasculitis , rocky mountain spotted?",fever immunoperoxidase staining vessels for rickettsia rickettsii
image2796,"What spotted fever , immunoperoxidase staining vessels for rickettsia rickettsii ?",vasculitis rocky mountain
image2796,"What spotted fever, immunoperoxidase staining vessels for rickettsia rickettsii?",rocky mountain
image2797,"What is vasculitis , rocky mountain spotted?",fever immunoperoxidase staining vessels for rickettsia rickettsii
image2797,"What spotted fever , immunoperoxidase staining vessels for rickettsia rickettsii ?",vasculitis rocky mountain
image2797,"What spotted fever, immunoperoxidase staining vessels for rickettsia rickettsii?",rocky mountain
image2798,"What spotted fever , immunoperoxidase staining vessels for rickettsia rickettsii ?",vasculitis rocky mountain
image2798,"What spotted fever, immunoperoxidase staining vessels for rickettsia rickettsii?",rocky mountain
image2798,"What is vasculitis , rocky mountain spotted?",fever immunoperoxidase staining vessels for rickettsia rickettsii
image2799,What is present?,optic nerve
image2799,What is present ?,optic nerve
